year,plot,species,comp
1998,2/2a,Trifolium repens,0.56
1998,2/2a,Conopodium majus,0.29
1998,2/2a,Anthoxanthum odoratum,0.11
1998,2/2a,Luzula campestris,0.11
1998,2/2a,Taraxacum officinale,0.04
1998,2/2a,Pimpinella saxifraga,0.03
1998,2/2a,Holcus lanatus,0.02
1998,2/2a,Carex caryophyllea,0.01
1998,2/2a,Rumex acetosa,0.01
1999,2/2a,Festuca rubra,15.62
1999,2/2a,Helictotrichon pubescens,15.26
1999,2/2a,Leontodon hispidus,14.19
1999,2/2a,Agrostis capillaris,7.47
1999,2/2a,Trifolium repens,6.12
1999,2/2a,Plantago lanceolata,5.96
1999,2/2a,Tragopogon pratensis,5.84
1999,2/2a,Achillea millefolium,5.22
1999,2/2a,Briza media,5.05
1999,2/2a,Centaurea nigra,4.64
1999,2/2a,Lotus corniculatus,2.35
1999,2/2a,Trifolium pratense,2.08
1999,2/2a,Ranunculus acris,1.55
1999,2/2a,Dactylis glomerata,1.47
1999,2/2a,Anthoxanthum odoratum,1.43
1999,2/2a,Holcus lanatus,1.4
1999,2/2a,Sanguisorba minor,1.1
1999,2/2a,Luzula campestris,0.95
1999,2/2a,Alopecurus pratensis,0.61
1999,2/2a,Trisetum flavescens,0.39
1999,2/2a,Lathyrus pratensis,0.24
1999,2/2a,Taraxacum officinale,0.22
1999,2/2a,Ajuga reptans,0.21
1999,2/2a,Conopodium majus,0.2
1999,2/2a,Pimpinella saxifraga,0.18
1999,2/2a,Ranunculus bulbosus,0.12
1999,2/2a,Poa pratensis,0.08
2000,2/2a,Festuca rubra,20
2000,2/2a,Leontodon hispidus,13.54
2000,2/2a,Helictotrichon pubescens,12.1
2000,2/2a,Plantago lanceolata,7.05
2000,2/2a,Agrostis capillaris,4.85
2000,2/2a,Achillea millefolium,4.18
2000,2/2a,Trifolium pratense,4.1
2000,2/2a,Briza media,4.04
2000,2/2a,Holcus lanatus,3.83
2000,2/2a,Centaurea nigra,3.59
2000,2/2a,Trifolium repens,2.98
2000,2/2a,Trisetum flavescens,2.73
2000,2/2a,Luzula campestris,2.48
2000,2/2a,Lotus corniculatus,2.22
2000,2/2a,Ranunculus acris,2.14
2000,2/2a,Dactylis glomerata,1.99
2000,2/2a,Anthoxanthum odoratum,1.93
2000,2/2a,Tragopogon pratensis,1.85
2000,2/2a,Knautia arvensis,1.77
2000,2/2a,Sanguisorba minor,1.09
2000,2/2a,Lathyrus pratensis,0.4
2000,2/2a,Ajuga reptans,0.31
2000,2/2a,Carex caryophyllea,0.18
2000,2/2a,Taraxacum officinale,0.18
2000,2/2a,Poa pratensis,0.14
2000,2/2a,Agrimonia eupatoria,0.11
2000,2/2a,Conopodium majus,0.07
2000,2/2a,Pimpinella saxifraga,0.03
2000,2/2a,Veronica chamaedrys,0.01
1996,2/2b,Leontodon hispidus,18.18
1996,2/2b,Festuca rubra,12.18
1996,2/2b,Helictotrichon pubescens,9.32
1996,2/2b,Agrostis capillaris,7.64
1996,2/2b,Centaurea nigra,7.27
1996,2/2b,Achillea millefolium,6.73
1996,2/2b,Sanguisorba minor,6.23
1996,2/2b,Plantago lanceolata,5.95
1996,2/2b,Dactylis glomerata,5.59
1996,2/2b,Arrhenatherum elatius,3.55
1996,2/2b,Holcus lanatus,2.68
1996,2/2b,Anthoxanthum odoratum,2.59
1996,2/2b,Conopodium majus,2.36
1996,2/2b,Taraxacum officinale,2.14
1996,2/2b,Ranunculus auricomus,1.82
1996,2/2b,Luzula campestris,1.64
1996,2/2b,Rumex acetosa,1.27
1996,2/2b,Tragopogon pratensis,0.64
1996,2/2b,Pimpinella saxifraga,0.5
1996,2/2b,Lotus corniculatus,0.41
1996,2/2b,Poa pratensis,0.36
1996,2/2b,Briza media,0.18
1996,2/2b,Ranunculus acris,0.18
1996,2/2b,Prunella vulgaris,0.14
1996,2/2b,Trisetum flavescens,0.09
1996,2/2b,Trifolium pratense,0.09
1996,2/2b,Trifolium repens,0.09
1996,2/2b,Agrimonia eupatoria,0.09
1996,2/2b,Lathyrus pratensis,0.05
1996,2/2b,Heracleum sphondylium,0.05
1997,2/2b,Agrostis capillaris,26.48
1997,2/2b,Festuca rubra,22.12
1997,2/2b,Leontodon hispidus,19.74
1997,2/2b,Holcus lanatus,6.58
1997,2/2b,Poa pratensis,6.54
1997,2/2b,Dactylis glomerata,5.63
1997,2/2b,Knautia arvensis,3.33
1997,2/2b,Achillea millefolium,2.71
1997,2/2b,Helictotrichon pubescens,1.64
1997,2/2b,Centaurea nigra,1.15
1997,2/2b,Anthoxanthum odoratum,0.95
1997,2/2b,Ranunculus acris,0.62
1997,2/2b,Arrhenatherum elatius,0.58
1997,2/2b,Sanguisorba minor,0.53
1997,2/2b,Plantago lanceolata,0.33
1997,2/2b,Conopodium majus,0.25
1997,2/2b,Lathyrus pratensis,0.16
1997,2/2b,Cerastium fontanum,0.12
1997,2/2b,Luzula campestris,0.12
1997,2/2b,Trisetum flavescens,0.08
1997,2/2b,Carex caryophyllea,0.08
1997,2/2b,Alopecurus pratensis,0.04
1997,2/2b,Ajuga reptans,0.04
1997,2/2b,Pimpinella saxifraga,0.04
1997,2/2b,Ranunculus bulbosus,0.04
1997,2/2b,Rumex acetosa,0.04
1997,2/2b,Taraxacum officinale,0.04
1998,2/2b,Festuca rubra,28.74
1998,2/2b,Agrostis capillaris,13.74
1998,2/2b,Helictotrichon pubescens,7.96
1998,2/2b,Achillea millefolium,7.74
1998,2/2b,Dactylis glomerata,6.27
1998,2/2b,Plantago lanceolata,6.13
1998,2/2b,Leontodon hispidus,4.99
1998,2/2b,Centaurea nigra,4.73
1998,2/2b,Holcus lanatus,3.78
1998,2/2b,Anthoxanthum odoratum,3.62
1998,2/2b,Ranunculus acris,2.67
1998,2/2b,Conopodium majus,1.74
1998,2/2b,Lotus corniculatus,1.37
1998,2/2b,Briza media,1.34
1998,2/2b,Arrhenatherum elatius,1
1998,2/2b,Tragopogon pratensis,0.77
1998,2/2b,Cerastium fontanum,0.76
1998,2/2b,Sanguisorba minor,0.73
1998,2/2b,Poa pratensis,0.38
1998,2/2b,Ranunculus bulbosus,0.36
1998,2/2b,Lathyrus pratensis,0.32
1998,2/2b,Pimpinella saxifraga,0.2
1998,2/2b,Luzula campestris,0.19
1998,2/2b,Rumex acetosa,0.17
1998,2/2b,Trifolium pratense,0.14
1998,2/2b,Primula veris,0.09
1998,2/2b,Carex caryophyllea,0.08
1999,2/2b,Leontodon hispidus,26.82
1999,2/2b,Agrostis capillaris,12.66
1999,2/2b,Festuca rubra,10.76
1999,2/2b,Knautia arvensis,8.3
1999,2/2b,Helictotrichon pubescens,6.82
1999,2/2b,Anthoxanthum odoratum,6.77
1999,2/2b,Achillea millefolium,3.49
1999,2/2b,Plantago lanceolata,3.32
1999,2/2b,Centaurea nigra,2.34
1999,2/2b,Ranunculus acris,1.97
1999,2/2b,Arrhenatherum elatius,1.88
1999,2/2b,Sanguisorba minor,1.68
1999,2/2b,Luzula campestris,1.54
1999,2/2b,Dactylis glomerata,1.5
1999,2/2b,Tragopogon pratensis,1.5
1999,2/2b,Alopecurus pratensis,1.35
1999,2/2b,Holcus lanatus,1.25
1999,2/2b,Trifolium pratense,1.21
1999,2/2b,Briza media,0.89
1999,2/2b,Trisetum flavescens,0.87
1999,2/2b,Conopodium majus,0.65
1999,2/2b,Cerastium fontanum,0.62
1999,2/2b,Trifolium repens,0.54
1999,2/2b,Taraxacum officinale,0.39
1999,2/2b,Crepis capillaris,0.27
1999,2/2b,Pimpinella saxifraga,0.15
1999,2/2b,Ranunculus bulbosus,0.15
1999,2/2b,Rumex acetosa,0.13
1999,2/2b,Lathyrus pratensis,0.08
1999,2/2b,Poa pratensis,0.07
1999,2/2b,Ajuga reptans,0.02
2000,2/2b,Agrostis capillaris,18.69
2000,2/2b,Leontodon hispidus,16.48
2000,2/2b,Festuca rubra,11.62
2000,2/2b,Plantago lanceolata,7.66
2000,2/2b,Helictotrichon pubescens,6.78
2000,2/2b,Anthoxanthum odoratum,6.41
2000,2/2b,Ranunculus acris,5.27
2000,2/2b,Arrhenatherum elatius,4.03
2000,2/2b,Centaurea nigra,3.95
2000,2/2b,Luzula campestris,3
2000,2/2b,Hypochoeris radicata,2.98
2000,2/2b,Achillea millefolium,2.09
2000,2/2b,Lotus corniculatus,1.66
2000,2/2b,Sanguisorba minor,1.55
2000,2/2b,Cerastium fontanum,1.5
2000,2/2b,Knautia arvensis,0.89
2000,2/2b,Dactylis glomerata,0.88
2000,2/2b,Trifolium pratense,0.67
2000,2/2b,Taraxacum officinale,0.64
2000,2/2b,Conopodium majus,0.58
2000,2/2b,Trifolium repens,0.57
2000,2/2b,Rumex acetosa,0.36
2000,2/2b,Trisetum flavescens,0.33
2000,2/2b,Ranunculus bulbosus,0.32
2000,2/2b,Poa trivialis,0.29
2000,2/2b,Briza media,0.25
2000,2/2b,Lathyrus pratensis,0.2
2000,2/2b,Holcus lanatus,0.19
2000,2/2b,Pimpinella saxifraga,0.14
2000,2/2b,Leontodon autumnalis,0.02
2000,2/2b,Tragopogon pratensis,0.02
1996,2/2c,Festuca rubra,42.32
1996,2/2c,Agrostis capillaris,30.83
1996,2/2c,Centaurea nigra,8.99
1996,2/2c,Achillea millefolium,3.34
1996,2/2c,Lotus corniculatus,2.18
1996,2/2c,Ranunculus acris,2.06
1996,2/2c,Luzula campestris,1.86
1996,2/2c,Briza media,1.67
1996,2/2c,Leontodon hispidus,1.67
1996,2/2c,Ranunculus auricomus,1.16
1996,2/2c,Conopodium majus,0.96
1996,2/2c,Dactylis glomerata,0.71
1996,2/2c,Helictotrichon pubescens,0.71
1996,2/2c,Arrhenatherum elatius,0.51
1996,2/2c,Holcus lanatus,0.39
1996,2/2c,Plantago lanceolata,0.32
1996,2/2c,Lathyrus pratensis,0.19
1996,2/2c,Anthoxanthum odoratum,0.06
1996,2/2c,Trifolium pratense,0.06
1997,2/2c,Agrostis capillaris,52.9
1997,2/2c,Festuca rubra,28.7
1997,2/2c,Centaurea nigra,3.73
1997,2/2c,Sanguisorba minor,3.63
1997,2/2c,Achillea millefolium,3.15
1997,2/2c,Leontodon hispidus,2.81
1997,2/2c,Poa pratensis,2.71
1997,2/2c,Ranunculus bulbosus,0.58
1997,2/2c,Dactylis glomerata,0.44
1997,2/2c,Luzula campestris,0.34
1997,2/2c,Lotus corniculatus,0.19
1997,2/2c,Anthoxanthum odoratum,0.15
1997,2/2c,Carex caryophyllea,0.15
1997,2/2c,Plantago lanceolata,0.15
1997,2/2c,Briza media,0.1
1997,2/2c,Helictotrichon pubescens,0.1
1997,2/2c,Ranunculus acris,0.1
1997,2/2c,Conopodium majus,0.05
1997,2/2c,Pilosella officinarum,0.05
1998,2/2c,Agrostis capillaris,38.04
1998,2/2c,Festuca rubra,30.53
1998,2/2c,Centaurea nigra,14.6
1998,2/2c,Leontodon hispidus,4.29
1998,2/2c,Achillea millefolium,2.38
1998,2/2c,Briza media,2
1998,2/2c,Ranunculus acris,1.87
1998,2/2c,Conopodium majus,1.74
1998,2/2c,Carex caryophyllea,0.91
1998,2/2c,Anthoxanthum odoratum,0.87
1998,2/2c,Plantago lanceolata,0.78
1998,2/2c,Ranunculus bulbosus,0.64
1998,2/2c,Dactylis glomerata,0.46
1998,2/2c,Pimpinella saxifraga,0.21
1998,2/2c,Pilosella officinarum,0.2
1998,2/2c,Trifolium pratense,0.14
1998,2/2c,Lathyrus pratensis,0.09
1998,2/2c,Luzula campestris,0.09
1998,2/2c,Holcus lanatus,0.08
1998,2/2c,Ajuga reptans,0.04
1998,2/2c,Lotus corniculatus,0.01
1998,2/2c,Sanguisorba minor,0.01
1999,2/2c,Festuca rubra,33.34
1999,2/2c,Agrostis capillaris,26.38
1999,2/2c,Briza media,9.51
1999,2/2c,Centaurea nigra,5.52
1999,2/2c,Achillea millefolium,4.5
1999,2/2c,Plantago lanceolata,2.9
1999,2/2c,Anthoxanthum odoratum,2.87
1999,2/2c,Arrhenatherum elatius,2.87
1999,2/2c,Helictotrichon pubescens,2.7
1999,2/2c,Luzula campestris,1.92
1999,2/2c,Conopodium majus,0.97
1999,2/2c,Ranunculus acris,0.94
1999,2/2c,Dactylis glomerata,0.83
1999,2/2c,Ranunculus bulbosus,0.7
1999,2/2c,Carex caryophyllea,0.67
1999,2/2c,Holcus lanatus,0.52
1999,2/2c,Leontodon hispidus,0.52
1999,2/2c,Alopecurus pratensis,0.46
1999,2/2c,Sanguisorba minor,0.36
1999,2/2c,Pimpinella saxifraga,0.33
1999,2/2c,Trifolium pratense,0.3
1999,2/2c,Pilosella officinarum,0.27
1999,2/2c,Lotus corniculatus,0.23
1999,2/2c,Ajuga reptans,0.14
1999,2/2c,Taraxacum officinale,0.09
1999,2/2c,Poa pratensis,0.05
1999,2/2c,Lathyrus pratensis,0.05
1999,2/2c,Leontodon autumnalis,0.05
2000,2/2c,Festuca rubra,33.71
2000,2/2c,Agrostis capillaris,32.05
2000,2/2c,Briza media,9.85
2000,2/2c,Anthoxanthum odoratum,6.26
2000,2/2c,Luzula campestris,3.63
2000,2/2c,Centaurea nigra,3.27
2000,2/2c,Achillea millefolium,3.11
2000,2/2c,Plantago lanceolata,2.22
2000,2/2c,Leontodon hispidus,2.17
2000,2/2c,Knautia arvensis,0.6
2000,2/2c,Ranunculus acris,0.47
2000,2/2c,Conopodium majus,0.42
2000,2/2c,Dactylis glomerata,0.38
2000,2/2c,Helictotrichon pubescens,0.33
2000,2/2c,Lotus corniculatus,0.33
2000,2/2c,Pimpinella saxifraga,0.33
2000,2/2c,Taraxacum officinale,0.21
2000,2/2c,Ranunculus bulbosus,0.2
2000,2/2c,Carex caryophyllea,0.15
2000,2/2c,Pilosella officinarum,0.15
2000,2/2c,Ajuga reptans,0.06
2000,2/2c,Stachys officinalis,0.06
2000,2/2c,Potentilla reptans,0.04
2000,2/2c,Holcus lanatus,0.02
2000,2/2c,Leontodon autumnalis,0.01
1996,2/2d,Agrostis capillaris,37.41
1996,2/2d,Festuca rubra,31.22
1996,2/2d,Centaurea nigra,16.55
1996,2/2d,Sanguisorba minor,5.84
1996,2/2d,Dactylis glomerata,2.36
1996,2/2d,Luzula campestris,0.9
1996,2/2d,Helictotrichon pubescens,0.83
1996,2/2d,Ranunculus auricomus,0.83
1996,2/2d,Briza media,0.76
1996,2/2d,Achillea millefolium,0.63
1996,2/2d,Alopecurus pratensis,0.56
1996,2/2d,Plantago lanceolata,0.35
1996,2/2d,Anthoxanthum odoratum,0.28
1996,2/2d,Arrhenatherum elatius,0.28
1996,2/2d,Ajuga reptans,0.28
1996,2/2d,Ranunculus acris,0.21
1996,2/2d,Carex caryophyllea,0.14
1996,2/2d,Conopodium majus,0.14
1996,2/2d,Galium verum,0.14
1996,2/2d,Leontodon autumnalis,0.14
1996,2/2d,Holcus lanatus,0.07
1996,2/2d,Lotus corniculatus,0.07
1997,2/2d,Agrostis capillaris,45.5
1997,2/2d,Festuca rubra,30.61
1997,2/2d,Centaurea nigra,17.64
1997,2/2d,Achillea millefolium,3.39
1997,2/2d,Dactylis glomerata,0.45
1997,2/2d,Anthoxanthum odoratum,0.38
1997,2/2d,Ranunculus bulbosus,0.32
1997,2/2d,Briza media,0.26
1997,2/2d,Carex caryophyllea,0.26
1997,2/2d,Poa pratensis,0.19
1997,2/2d,Conopodium majus,0.19
1997,2/2d,Luzula campestris,0.19
1997,2/2d,Arrhenatherum elatius,0.13
1997,2/2d,Pilosella officinarum,0.13
1997,2/2d,Plantago lanceolata,0.13
1997,2/2d,Holcus lanatus,0.06
1997,2/2d,Crepis capillaris,0.06
1997,2/2d,Leontodon hispidus,0.06
1997,2/2d,Ranunculus acris,0.06
1998,2/2d,Agrostis capillaris,44.11
1998,2/2d,Festuca rubra,26.61
1998,2/2d,Centaurea nigra,16.35
1998,2/2d,Achillea millefolium,3.97
1998,2/2d,Sanguisorba minor,3.91
1998,2/2d,Lotus corniculatus,0.8
1998,2/2d,Ranunculus acris,0.68
1998,2/2d,Anthoxanthum odoratum,0.63
1998,2/2d,Ranunculus bulbosus,0.51
1998,2/2d,Dactylis glomerata,0.44
1998,2/2d,Luzula campestris,0.37
1998,2/2d,Carex caryophyllea,0.29
1998,2/2d,Pilosella officinarum,0.26
1998,2/2d,Leontodon hispidus,0.25
1998,2/2d,Ajuga reptans,0.22
1998,2/2d,Plantago lanceolata,0.14
1998,2/2d,Holcus lanatus,0.12
1998,2/2d,Pimpinella saxifraga,0.12
1998,2/2d,Helictotrichon pubescens,0.11
1998,2/2d,Poa pratensis,0.08
1998,2/2d,Briza media,0.06
1999,2/2d,Festuca rubra,44.32
1999,2/2d,Agrostis capillaris,24.55
1999,2/2d,Centaurea nigra,10.3
1999,2/2d,Anthoxanthum odoratum,6.14
1999,2/2d,Briza media,4.29
1999,2/2d,Achillea millefolium,2.8
1999,2/2d,Luzula campestris,1.82
1999,2/2d,Dactylis glomerata,1.52
1999,2/2d,Plantago lanceolata,1.34
1999,2/2d,Ranunculus acris,0.8
1999,2/2d,Ajuga reptans,0.67
1999,2/2d,Leontodon hispidus,0.57
1999,2/2d,Carex caryophyllea,0.51
1999,2/2d,Ranunculus bulbosus,0.2
1999,2/2d,Helictotrichon pubescens,0.09
1999,2/2d,Lotus corniculatus,0.04
1999,2/2d,Conopodium majus,0.04
1999,2/2d,Pilosella officinarum,0.02
2000,2/2d,Agrostis capillaris,35.37
2000,2/2d,Festuca rubra,32.57
2000,2/2d,Centaurea nigra,8.53
2000,2/2d,Anthoxanthum odoratum,5.05
2000,2/2d,Briza media,3.5
2000,2/2d,Luzula campestris,2.28
2000,2/2d,Dactylis glomerata,2.03
2000,2/2d,Achillea millefolium,1.97
2000,2/2d,Plantago lanceolata,1.45
2000,2/2d,Helictotrichon pubescens,1.39
2000,2/2d,Ranunculus acris,1.27
2000,2/2d,Pilosella officinarum,1.17
2000,2/2d,Holcus lanatus,0.95
2000,2/2d,Ranunculus bulbosus,0.85
2000,2/2d,Carex caryophyllea,0.65
2000,2/2d,Taraxacum officinale,0.3
2000,2/2d,Leontodon hispidus,0.26
2000,2/2d,Alopecurus pratensis,0.14
2000,2/2d,Pimpinella saxifraga,0.11
2000,2/2d,Ajuga reptans,0.1
2000,2/2d,Lotus corniculatus,0.05
2000,2/2d,Quercus robur,0.02
1991,3a,Festuca rubra,31.66
1991,3a,Agrostis capillaris,11.35
1991,3a,Centaurea nigra,9.53
1991,3a,Achillea millefolium,8.99
1991,3a,Leontodon hispidus,8.49
1991,3a,Plantago lanceolata,8.03
1991,3a,Dactylis glomerata,5.46
1991,3a,Trisetum flavescens,3.47
1991,3a,Briza media,2.51
1991,3a,Sanguisorba minor,1.93
1991,3a,Ranunculus acris,1.37
1991,3a,Lotus corniculatus,1.35
1991,3a,Anthoxanthum odoratum,0.71
1991,3a,Taraxacum officinale,0.68
1991,3a,Pimpinella saxifraga,0.64
1991,3a,Carex caryophyllea,0.63
1991,3a,Ranunculus bulbosus,0.52
1991,3a,Helictotrichon pubescens,0.37
1991,3a,Alopecurus pratensis,0.34
1991,3a,Ajuga reptans,0.34
1991,3a,Knautia arvensis,0.34
1991,3a,Lathyrus pratensis,0.31
1991,3a,Holcus lanatus,0.3
1991,3a,Luzula campestris,0.27
1991,3a,Conopodium majus,0.19
1991,3a,Trifolium pratense,0.16
1991,3a,Poa pratensis,0.07
1991,3a,Prunella vulgaris,0.01
1992,3a,Leontodon hispidus,16.06
1992,3a,Festuca rubra,15.6
1992,3a,Plantago lanceolata,15.41
1992,3a,Centaurea nigra,13.12
1992,3a,Agrostis capillaris,8.31
1992,3a,Sanguisorba minor,6.86
1992,3a,Achillea millefolium,3.85
1992,3a,Briza media,3.43
1992,3a,Lotus corniculatus,2.82
1992,3a,Trifolium pratense,2.63
1992,3a,Ranunculus acris,2.29
1992,3a,Helictotrichon pubescens,2.1
1992,3a,Carex caryophyllea,1.45
1992,3a,Carex flacca,1.33
1992,3a,Holcus lanatus,0.69
1992,3a,Lolium perenne,0.69
1992,3a,Anthoxanthum odoratum,0.61
1992,3a,Luzula campestris,0.46
1992,3a,Conopodium majus,0.38
1992,3a,Poa pratensis,0.34
1992,3a,Pimpinella saxifraga,0.34
1992,3a,Alopecurus pratensis,0.31
1992,3a,Trisetum flavescens,0.19
1992,3a,Taraxacum officinale,0.15
1992,3a,Dactylis glomerata,0.11
1992,3a,Cerastium fontanum,0.11
1992,3a,Lathyrus pratensis,0.08
1992,3a,Ajuga reptans,0.08
1992,3a,Crepis capillaris,0.08
1992,3a,Heracleum sphondylium,0.04
1992,3a,Prunella vulgaris,0.04
1992,3a,Veronica chamaedrys,0.04
1993,3a,Festuca rubra,18.72
1993,3a,Leontodon hispidus,18.17
1993,3a,Plantago lanceolata,12.2
1993,3a,Sanguisorba minor,10.56
1993,3a,Helictotrichon pubescens,9.25
1993,3a,Agrostis capillaris,8.64
1993,3a,Centaurea nigra,6.23
1993,3a,Lotus corniculatus,2.5
1993,3a,Briza media,2.15
1993,3a,Trifolium pratense,2.15
1993,3a,Achillea millefolium,1.73
1993,3a,Dactylis glomerata,1.38
1993,3a,Holcus lanatus,1.16
1993,3a,Ranunculus acris,0.67
1993,3a,Anthoxanthum odoratum,0.64
1993,3a,Pimpinella saxifraga,0.64
1993,3a,Lathyrus pratensis,0.55
1993,3a,Arrhenatherum elatius,0.48
1993,3a,Knautia arvensis,0.45
1993,3a,Rumex acetosa,0.45
1993,3a,Carex flacca,0.22
1993,3a,Ranunculus bulbosus,0.22
1993,3a,Ajuga reptans,0.19
1993,3a,Conopodium majus,0.19
1993,3a,Luzula campestris,0.19
1993,3a,Taraxacum officinale,0.1
1993,3a,Crepis capillaris,0.06
1993,3a,Cerastium fontanum,0.03
1993,3a,Ophioglossum vulgatum,0.03
1993,3a,Prunella vulgaris,0.03
1994,3a,Leontodon hispidus,23.81
1994,3a,Festuca rubra,15.1
1994,3a,Plantago lanceolata,14.56
1994,3a,Lotus corniculatus,9.17
1994,3a,Dactylis glomerata,5.86
1994,3a,Sanguisorba minor,5.62
1994,3a,Centaurea nigra,4.31
1994,3a,Agrostis capillaris,4.01
1994,3a,Ranunculus acris,3.16
1994,3a,Achillea millefolium,2.39
1994,3a,Trifolium pratense,2.31
1994,3a,Holcus lanatus,2.16
1994,3a,Helictotrichon pubescens,1.54
1994,3a,Briza media,1.46
1994,3a,Anthoxanthum odoratum,1.23
1994,3a,Rumex acetosa,0.85
1994,3a,Lathyrus pratensis,0.46
1994,3a,Luzula campestris,0.46
1994,3a,Carex flacca,0.39
1994,3a,Conopodium majus,0.39
1994,3a,Pimpinella saxifraga,0.31
1994,3a,Poa pratensis,0.15
1994,3a,Trifolium repens,0.15
1994,3a,Ranunculus bulbosus,0.08
1994,3a,Taraxacum officinale,0.08
1995,3a,Leontodon hispidus,24.24
1995,3a,Plantago lanceolata,17
1995,3a,Festuca rubra,10.14
1995,3a,Sanguisorba minor,9.76
1995,3a,Centaurea nigra,9.26
1995,3a,Agrostis capillaris,9.13
1995,3a,Poa pratensis,4.09
1995,3a,Ranunculus acris,2.2
1995,3a,Alopecurus pratensis,1.7
1995,3a,Trifolium pratense,1.64
1995,3a,Tragopogon pratensis,1.39
1995,3a,Briza media,1.26
1995,3a,Knautia arvensis,1.26
1995,3a,Dactylis glomerata,1.01
1995,3a,Trisetum flavescens,0.94
1995,3a,Holcus lanatus,0.88
1995,3a,Lotus corniculatus,0.76
1995,3a,Anthoxanthum odoratum,0.44
1995,3a,Helictotrichon pubescens,0.44
1995,3a,Lathyrus pratensis,0.44
1995,3a,Achillea millefolium,0.44
1995,3a,Luzula campestris,0.38
1995,3a,Trifolium repens,0.25
1995,3a,Pimpinella saxifraga,0.25
1995,3a,Carex caryophyllea,0.13
1995,3a,Conopodium majus,0.13
1995,3a,Rumex acetosa,0.13
1995,3a,Taraxacum officinale,0.13
1995,3a,Ajuga reptans,0.06
1995,3a,Carex flacca,0.06
1995,3a,Cerastium fontanum,0.06
1996,3a,Festuca rubra,21.14
1996,3a,Sanguisorba minor,16.62
1996,3a,Agrostis capillaris,10.32
1996,3a,Ranunculus auricomus,9.96
1996,3a,Plantago lanceolata,8.94
1996,3a,Briza media,6.91
1996,3a,Centaurea nigra,6.61
1996,3a,Leontodon hispidus,4.98
1996,3a,Achillea millefolium,2.79
1996,3a,Lotus corniculatus,1.88
1996,3a,Poa pratensis,1.42
1996,3a,Dactylis glomerata,1.37
1996,3a,Helictotrichon pubescens,1.37
1996,3a,Trifolium pratense,0.76
1996,3a,Carex flacca,0.71
1996,3a,Luzula campestris,0.71
1996,3a,Holcus lanatus,0.61
1996,3a,Lathyrus pratensis,0.46
1996,3a,Pimpinella saxifraga,0.46
1996,3a,Conopodium majus,0.41
1996,3a,Taraxacum officinale,0.36
1996,3a,Carex caryophyllea,0.3
1996,3a,Trifolium repens,0.2
1996,3a,Veronica chamaedrys,0.15
1996,3a,Anthoxanthum odoratum,0.1
1996,3a,Trisetum flavescens,0.1
1996,3a,Agrimonia eupatoria,0.1
1996,3a,Alopecurus pratensis,0.05
1996,3a,Lolium perenne,0.05
1996,3a,Poa trivialis,0.05
1996,3a,Ranunculus acris,0.05
1996,3a,Rumex acetosa,0.05
1997,3a,Festuca rubra,41.53
1997,3a,Agrostis capillaris,21.02
1997,3a,Leontodon hispidus,9.42
1997,3a,Centaurea nigra,6.4
1997,3a,Lotus corniculatus,3.94
1997,3a,Sanguisorba minor,3.94
1997,3a,Achillea millefolium,2.65
1997,3a,Poa pratensis,2.41
1997,3a,Ranunculus bulbosus,1.72
1997,3a,Briza media,1.44
1997,3a,Dactylis glomerata,1.07
1997,3a,Plantago lanceolata,0.84
1997,3a,Trifolium pratense,0.7
1997,3a,Lathyrus pratensis,0.6
1997,3a,Helictotrichon pubescens,0.51
1997,3a,Tragopogon pratensis,0.46
1997,3a,Carex caryophyllea,0.32
1997,3a,Anthoxanthum odoratum,0.19
1997,3a,Holcus lanatus,0.19
1997,3a,Carex flacca,0.14
1997,3a,Pimpinella saxifraga,0.14
1997,3a,Veronica chamaedrys,0.14
1997,3a,Agrimonia eupatoria,0.09
1997,3a,Conopodium majus,0.05
1997,3a,Luzula campestris,0.05
1997,3a,Primula veris,0.05
1998,3a,Agrostis capillaris,15.48
1998,3a,Festuca rubra,14.35
1998,3a,Sanguisorba minor,13.67
1998,3a,Leontodon hispidus,10.48
1998,3a,Centaurea nigra,8.2
1998,3a,Lotus corniculatus,7.25
1998,3a,Briza media,6.08
1998,3a,Helictotrichon pubescens,5.76
1998,3a,Ranunculus bulbosus,3.83
1998,3a,Tragopogon pratensis,3.13
1998,3a,Achillea millefolium,2.95
1998,3a,Trifolium pratense,2.24
1998,3a,Plantago lanceolata,1.4
1998,3a,Ranunculus acris,1.16
1998,3a,Dactylis glomerata,1.09
1998,3a,Lathyrus pratensis,0.71
1998,3a,Trifolium repens,0.55
1998,3a,Carex caryophyllea,0.47
1998,3a,Anthoxanthum odoratum,0.37
1998,3a,Poa pratensis,0.24
1998,3a,Arrhenatherum elatius,0.2
1998,3a,Luzula campestris,0.18
1998,3a,Primula veris,0.07
1998,3a,Holcus lanatus,0.05
1998,3a,Conopodium majus,0.04
1998,3a,Carex flacca,0.03
1998,3a,Taraxacum officinale,0.01
1999,3a,Leontodon hispidus,15.3
1999,3a,Sanguisorba minor,15.03
1999,3a,Festuca rubra,12.52
1999,3a,Helictotrichon pubescens,10.84
1999,3a,Briza media,10.45
1999,3a,Centaurea nigra,7.05
1999,3a,Agrostis capillaris,4.65
1999,3a,Trifolium pratense,4.01
1999,3a,Achillea millefolium,2.2
1999,3a,Luzula campestris,1.85
1999,3a,Holcus lanatus,1.83
1999,3a,Carex flacca,1.66
1999,3a,Ranunculus acris,1.51
